REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
10.127.203K;4;186.97;747.88
CTS-MM-TAI-3;1;21.99;21.99
FMINDK40-FOAM;1;411.148;411.148
VIB-1559;99;0.35;34.65
CTS-HW-0091;9;93.49;841.41
CTS-HW-0092;3;109.99;329.97
VWR30G500;3;235.083;705.249
MMICP-RS-16CBK;4;114.95;459.8
DI-BM/CA/1;1;763.54;763.54
L3P3AC7X;1;225.62;225.62
U3P3ZC25;3;283.62;850.86
EVE-E46-INT;5;556.8;2784
EVE-N55V2-CF-INT;3;788.4;2365.2
EVE-E60V2-CF-INT;2;870;1740
EVE-2TFSI-CF-INT;3;531;1593
EVE-F8XMV2-CF-INT;4;1435.2;5740.8
EVE-FLC;18;16.8;302.4
EVE-151-G2-FTR;9;51;459
EVE-661-G2-FTR;13;51;663
RPF-1721;1;22.77;22.77
RPF-1566;1;20.1365;20.1365
RPF-1512;2;24.817;49.634
RPF-1869;3;44.3095;132.9285
VWR13G500;4;244.881;979.524
VWR19G703;7;52.7505;369.2535
238SMBO270-PK;3;40.9;122.7
238SMOTSWL270-C;2;28.4;56.8
238SMOP270-PK;1;49.55;49.55
216BFWGBOSM;5;17.95;89.75
CTS-DP-IK1;29;7.5;217.5
VWR180000;53;8.2915;439.4495
ATINTVAG28;1;577.139;577.139
ATINTVAG18-C;1;696.3135;696.3135
ATINTVAG15;2;381.432;762.864
ATINTVAG12;2;415.8515;831.703
ATINTVAG11;1;345.9775;345.9775
ATINTVAG6;2;423.8095;847.619
ATINTVAG8;2;381.432;762.864
ATINTMINI01;2;268.916;537.832
ATINTMINI05;1;329.4865;329.4865
ATINTMAZ02;1;577.139;577.139
ATINTMAZ01;3;298.8735;896.6205
ATINTFO25;4;182.62;730.48
ATINTFO26;1;365.4355;365.4355
ATINTFO12;2;278.875;557.75
ATINTFO44;1;357.5005;357.5005
ATINTFO22;1;304.3705;304.3705
ATINTREN5;2;362.4455;724.891
ATINTREN3;1;384.514;384.514
EVE-C7RS6-CF-INT;6;1342.8;8056.8
VWR12G7CUP;2;229.057;458.114
001422.999502;8;437.85;3502.8
613182.654150;21;45.36;952.56
002352.999505;1;459.27;459.27
FMBGFK12;2;29.7275;59.455
001394.999502;8;437.85;3502.8
FMDVK04S-MAC;2;102.718;205.436
CTS-EXH-DP-0001-FSI;3;200;600
CTS-TM-MK56-60D;11;60;660
CTS-IT-180;1;164.99;164.99
CTS-DB-MK4-60D;14;21.99;307.86
CTS-EM-MK456-4-60D;6;60;360
GTHSB-5;313;1.35;422.55
AC-200-PCVD;62;12;744
EVE-E9X-CF-INT;1;496.79;496.79
EVE-B58-CF-INT;9;742.8;6685.2
AC-180-CPA;25;15;375
420103485B;206;7;1442
ASAF;95;0.31;29.45
CTS-AF-275;10;23.99;239.9
CTS-EXH-DP-0019;3;357.49;1072.47
ESR912;3;131.16;393.48
MMICP-RS-16HWBK;6;174.9;1049.4
VWR12P1GT;16;225.285;3604.56
001939.001707;1;394.38;394.38
MMBCC-N55-11CBE;6;124.54;747.24
MMTS-MIA-99;2;31.9;63.8
MMTS-MIA-90L;3;31.9;95.7
MMTS-MB62-08L;5;31.9;159.5
001394.999505;2;466.83;933.66
002352.999502;1;430.92;430.92
001394.999998;1;437.85;437.85
001394.001735;3;445.41;1336.23
999760.999985;1;400.05;400.05
001394.999529;1;429.03;429.03
001243.999978;1;428.4;428.4
001243.999533;1;473.76;473.76
000827.999980;1;465.57;465.57
001422.999505;2;466.83;933.66
EVE-S1-CF-INT;1;365.4;365.4
FMMK7DP-BLA;2;155.2385;310.477
AC-200-PCVCC;43;12;516
FMINT11;2;790.6825;1581.365
10.127.203T;13;7.96;103.48
210001074;1;215.88;215.88
CTS-EXH-DP-0014;4;269.99;1079.96
FMSCPS53TIK;1;111.1015;111.1015
EVE-8VRS3-CF-LHD-INT;3;988.19;2964.57
CTS-EXH-TP-0009;3;329.99;989.97
AC-RX8-RU;3;29;87
AC-GD-FU-BL;7;25.55;178.85
ATMSFO71;1;87.2965;87.2965
883089.000071;1;885.78;885.78
PF05;15;143;2145
883089.000035;2;921.69;1843.38
043151.271937;2;37.8;75.6
CTS-EM-MK45-6-60D;4;60;240
CTS-TM-MK4-60D;6;60;360
AC-RX8-FU;4;29;116
ATINTVAG19;1;495.8685;495.8685
EVE-FK8-CF-INT;9;828;7452
FMDV13A-POL;1;125.948;125.948
FMTUBL2;5;51.336;256.68
FMCT4;1;192.1305;192.1305
FMTIA1;3;98.5205;295.5615
FMDV13R-POL;1;102.028;102.028
216BFWGFPSM;6;29.15;174.9
PSHUDOBDII-2;3;50;150
999789.999508;1;442.89;442.89
CTS-EXH-DP-0017;2;329.99;659.98
CTS-EXH-DP-0015;1;299.99;299.99
CTS-EXH-DP-0003;2;329.99;659.98
CTS-SIL-0070;5;40;200
EVE-E9X-CF-ARB;1;342.6;342.6
VWR1130RS;2;41.446;82.892
VWR1141S4;2;75.348;150.696
VWR30G700;2;297.62;595.24
EVE-F8xM-PF;7;68.4;478.8
MMTS-TC-05L;4;30.06;120.24
MMBCC-370Z-09PBE;2;227.33;454.66
MMBCC-350Z-03PBE;2;171.13;342.26
MMICP-FOST-13CBK;1;63.72;63.72
MMICP-FOST-13HP;1;127.6;127.6
MMAI-CTR-17;1;261.87;261.87
VWR814100;1;244.881;244.881
001423.000685;1;428.4;428.4
3182654196;2;124.07;248.14
06F103483E;61;0.8;48.8
AC-200K04-OT;69;50;3450
CTS-IT-255R-2;8;189.99;1519.92
CTS-EXH-TP-0008;11;82.49;907.39
CTS-HW-0243;3;47.99;143.97
CTS-HW-0242;3;38.49;115.47
CTS-HW-0248;2;47.99;95.98
CTS-EXH-DP-0010;2;302.49;604.98
AC-180-DP;18;75;1350
AC-N54-DP;21;110;2310
P3ABS;2;46.4;92.8
AC-200-DP;18;75;1350
VWR18G700;17;331.5335;5636.0695
FMCCRAD8;1;466.693;466.693
FMCCRAD9;1;622.932;622.932
1K0253144BD;20;4.9;98
CTS-HW-257;9;59.99;539.91
VWR3130RS;9;148.3385;1335.0465
VWR3141S4;2;148.3385;296.677
06J103600AFKIT;57;13.7;780.9
SVAGX005;2;409.305;818.61
SAUX045;1;451.66;451.66
SAUX074;1;367.6;367.6
SVWX036;2;385.98;771.96
SAUX075;1;344.41;344.41
KTA253;9;247.296;2225.664
SFDX073;2;296.67;593.34
SFDX066;2;284.41;568.82
SFDX071;3;296.82;890.46
SFDX082;3;321.66;964.98
SFDX087;2;436.575;873.15
SVWX020;1;344.4;344.4
SVWX039;1;695.95;695.95
SRNX023;2;199.27;398.54
SRNPX027;1;367.66;367.66
EVE-B9S5-CF-INT;1;828;828
ILFR7H;25;10.6;265
IZKR7B;44;7.72;339.68
FMTUBL4;4;93.426;373.704
SVWX051;1;417.84;417.84
SFTC006;6;143.8;862.8
SAUC079;5;405.67;2028.35
SAUC045;4;286.88;1147.52
883089.000060;2;915.39;1830.78
SVWC052;2;165.97;331.94
SVAGC005;7;202.99;1420.93
SAUC040;1;224.22;224.22
SAUC075;2;213.55;427.1
SAUC074;2;213.61;427.22
SBMC066;2;140.53;281.06
SBMC067;6;140.53;843.18
SBMC068;2;177.85;355.7
SBMC075;2;242.8;485.6
SFDC073;4;111.795;447.18
SFDP066;4;153.88;615.52
SFDC071;1;177.85;177.85
SMBP003;1;118.97;118.97
SMBC003;1;356.3;356.3
SMNC011;7;106.12;742.84
883089.000047;1;953.82;953.82
883089.000046;3;915.39;2746.17
SRNC022;2;109.295;218.59
SVWC042;7;202.99;1420.93
SVXC062;3;171.76;515.28
SVWX043;2;405.32;810.64
BKR8EIX;295;8.24;2430.8
SVWC039;1;350.94;350.94
FMTUBL5;4;64.5035;258.014
FMINT12;1;495.075;495.075
FMOC10;1;336.375;336.375
CTS-HW-308;8;89.99;719.92
CTS-TM-AUDI2-50D;5;42.5;212.5
CTS-EM-B8-50D;6;100;600
CTS-EM-B567-50D;3;47.5;142.5
CTS-HW-0225;16;21.99;351.84
FMCT3;4;224.2385;896.954
883089.000135A;3;915.39;2746.17
883089.000126;1;915.39;915.39
SRNC026;2;99.31;198.62
034-108-1005;4;429;1716
034-108-1011;4;241.5;966
SVWC043;5;217.97;1089.85
R7437-8;91;31.74;2888.34
R7437-9;293;32.96;9657.28
KTA252;1;309.2695;309.2695
CTS-AF-270;5;24.99;124.95
KDT952;6;19.826;118.956
JSK-122-BK-TI;2;255.99;511.98
SBMB050;2;439.41;878.82
WSK-NIS002;3;110.4;331.2
BBF38Z;2;99.636;199.272
BBF15Z;2;112.102;224.204
BHF78Z;1;102.35;102.35
BHF97Z;3;104.6615;313.9845
BMF49Z;5;99.636;498.18
BMF54Z;4;106.467;425.868
BMF67Z;3;123.372;370.116
BMF65Z;1;112.6655;112.6655
BMF63Z;3;100.8435;302.5305
BNF33Z;2;117.737;235.474
BSF39Z;4;89.6195;358.478
BSF45XZ;2;109.664;219.328
BWF22Z;7;109.664;767.648
SAU077;1;605.77;605.77
BMF48;1;100.8435;100.8435
SVWC051;2;261.69;523.38
BBR38Z;1;106.467;106.467
SBMR050;1;311.01;311.01
883089.000127;2;953.82;1907.64
BHR97Z;1;87.3885;87.3885
BHR87Z;2;138.023;276.046
BMR65XXZ;1;138.023;138.023
BMR12Z;5;89.631;448.155
PLFR5A;12;7.87;94.44
SBMC050;2;186.75;373.5
BMR81Z;2;89.5735;179.147
BMR77Z;4;84.617;338.468
BMR94Z;2;145.9005;291.801
BMR92Z;1;112.102;112.102
BMR96Z;3;112.102;336.306
BNR30Z;5;106.467;532.335
SAUC030;3;109.31;327.93
BNR37Z;1;99.636;99.636
BNR36XZ;1;112.102;112.102
BSR53Z;3;89.631;268.893
BSR49XZ;4;99.636;398.544
BWR25XZ;3;109.664;328.992
SFD073;2;311.66;623.32
BKR7EIX;449;7.78;3493.22
ATINTMAZ05;1;304.382;304.382
ATINTFO20;3;231.127;693.381
ATMSFO25;1;376.5445;376.5445
KBR39;1;72.6685;72.6685
034-101-3066;6;21.45;128.7
KTA255;6;211.2435;1267.461
KLC167A;15;70.426;1056.39
KLC173;1;62.583;62.583
KLC204;5;64.8945;324.4725
KLC217;6;62.5945;375.567
KLC205;3;62.261;186.783
KLC102;2;62.5945;125.189
KLC110;3;70.4145;211.2435
KLC140-335;4;70.426;281.704
KLC106;3;70.426;211.278
KLC172;2;62.5945;125.189
KLC202;9;70.426;633.834
KLC182;3;62.5945;187.7835
KLC139;5;64.5955;322.9775
KLC144;19;56.8905;1080.9195
KLC141;18;70.426;1267.668
KLC163;10;70.426;704.26
KLC150;3;70.426;211.278
SBMB062;2;452.63;905.26
KDT926;5;25.461;127.305
KTA107;1;119.6805;119.6805
KCA395;4;106.467;425.868
KCA313;8;106.467;851.736
SBM011;1;282.07;282.07
BNR20XZ;5;94.6335;473.1675
BWF19XZ;7;112.102;784.714
BWR20XZ;5;112.102;560.51
W13204;6;9.913;59.478
W13203;1;8.2685;8.2685
KDT924;2;49.5765;99.153
KBR38;3;34.247;102.741
FMKC020-BLA;2;73.83;147.66
FMCCRAD6;2;456.4235;912.847
SFDC066;3;92.625;277.875
SAUC054;4;143.03;572.12
KLC198;4;62.5945;250.378
KTA216A;6;168.4405;1010.643
BHR67Z;3;106.467;319.401
BHF50Z;4;106.467;425.868
BFF96Z;2;112.102;224.204
BFR78Z;2;112.102;224.204
CTS-HW-216-AWD;3;47.99;143.97
CTS-HW-216-FWD;2;47.99;95.98
MMRAD-MAC-06;12;166.65;1999.8
MMTS-EVO-10L;3;29.47;88.41
TP-CS/1;1;547.95;547.95
M-FI/SS/1H/1;1;718.93;718.93
IKR9J8;28;8.74;244.72
WHT005184;5;1.4;7
AC-200-DVBO;45;2.5;112.5
SRNC023;2;46.85;93.7
WSK-VWN002;2;89.5735;179.147
BHF96Z;2;97.6465;195.293
BHR96;3;134.6995;404.0985
BNF42Z;4;99.636;398.544
BNF19Z;2;101.706;203.412
BNR11XXZ;2;99.636;199.272
BBF43;5;89.5735;447.8675
BBR44;3;106.467;319.401
BFR80;3;121.118;363.354
BHR75Z;2;123.372;246.744
BHR84Z;2;106.467;212.934
BSR37Z;2;89.631;179.262
BSR20XZ;4;99.636;398.544
BSF20Z;2;100.8435;201.687
BAF13;4;100.8435;403.374
BWR22XZ;5;99.636;498.18
CTS-IT-260;8;148.49;1187.92
KLC154;4;64.5955;258.382
KLC26;3;52.9;158.7
EVE-M2C-CF-INT;6;1188;7128
SAUC036;1;127.47;127.47
MMEXH-MUS8-15XP;15;163.9;2458.5
MMFS-E36-92P;5;155.1;775.5
L3P3AB9X;2;225.62;451.24
L3P3VPO5;3;225.62;676.86
U3P3ZC63;4;225.62;902.48
KCA472;15;112.102;1681.53
HP-180;2;106.8235;213.647
EVE-F9XM5M8-CF-INT;3;1257;3771
AC-MQB-IC;31;184;5704
BWF20XZ;4;112.102;448.408
BWR21XZ;5;112.102;560.51
VWR150000;12;62.7785;753.342
VWR120000;45;25.1505;1131.7725
SMBC004;2;241.95;483.9
WSK-VWN005;3;89.5735;268.7205
BMF55Z;1;101.706;101.706
KLC174;2;70.426;140.852
BMR84Z;1;106.467;106.467
KLC179;3;72.6685;218.0055
WSK-VWN006;3;79.6145;238.8435
WSK-FRD010;1;75.1065;75.1065
WSK-SUB006;2;81.6845;163.369
EVE-FK2V2-CF-LHD-INT;1;725.4;725.4
EVE-N55-PF;5;48.6;243
EVE-E46-PF;2;32.4;64.8
216EVOEFP-RB;5;46.9;234.5
216EVOVO-RB;5;26.65;133.25
BHR36XZ;2;112.102;224.204
CTS-EXH-TP-0004-B8;1;129.99;129.99
MMEXH-MUS8-15HP;18;159.5;2871
VWR12P1GTIS38;3;159.39;478.17
034-108-1015;4;581.75;2327
034-108-1014;1;611;611
034-108-1020;1;450.45;450.45
AC-MK7-MD;40;17;680
BWF18Z;2;89.631;179.262
FMOC7-13;1;383.3525;383.3525
BHF52;1;99.636;99.636
WSK-FRD004;2;89.5735;179.147
BSF48Z;2;101.8325;203.665
BHR83XZ;3;112.102;336.306
WSK-HON017;2;149.2815;298.563
KLC221;1;62.5945;62.5945
BMF73;2;99.636;199.272
KLC218;7;70.426;492.982
KCA471;1;62.5945;62.5945
WSK-FRD008;2;123.372;246.744
WSK-FRD006;2;116.38;232.76
WSK-MB001;2;100.8435;201.687
WSK-SUB007;3;113.344;340.032
WSK-OPL003;2;72.887;145.774
BWR19Z;5;100.8435;504.2175
BWR23Z;3;112.102;336.306
KCA470;3;63.3535;190.0605
KCA435;3;106.467;319.401
KDT911;5;45.8505;229.2525
KDT928;3;17.02;51.06
KSB652;2;77.6135;155.227
KTA228;1;151.524;151.524
KTA147B;2;185.334;370.668
KTA260;6;103.017;618.102
EVO1502;7;210.16;1471.12
WSK-REN002;1;79.764;79.764
BMF23Z;3;99.636;298.908
BRF13Z;7;109.848;768.936
BRR13Z;3;104.2245;312.6735
FMPK383;1;82.6045;82.6045
BHF48;2;99.636;199.272
KSB551;1;73.577;73.577
KSB520;2;62.606;125.212
BMR88Z;2;99.636;199.272
MMBCC-MUS8-15PBE;4;117.7;470.8
EVE-F8XM-CF-ENG;1;428.4;428.4
BWF21XZ;5;123.372;616.86
BWR24Z;9;112.102;1008.918
KCA362;1;109.664;109.664
VWR17G7R600;82;30.1415;2471.603
SHDC015;4;143.8;575.2
SHDX015;1;274.45;274.45
ILZKAR8H8S;34;14.06;478.04
KLC185;3;62.583;187.749
KLC151;11;62.583;688.413
MMINT-MK7-15;7;468.59;3280.13
KDT957;7;27.0365;189.2555
KCA335;2;98.578;197.156
KLC32;1;59.593;59.593
SRNC031;3;145.53;436.59
W93189;3;20.378;61.134
VWR81G700;8;251.666;2013.328
VWR12A1S1;3;244.1335;732.4005
VWR180001;28;30.1415;843.962
MMICP-EVO-10LBK;1;143.55;143.55
MMICP-EVO-10UBK;3;156.2;468.6
ATINTFO42;1;216.4875;216.4875
KSR202;2;19.826;39.652
FMCTMK5;2;241.293;482.586
BMR72Z;3;106.467;319.401
BTR84Z;1;100.8435;100.8435
KLC180-335;4;70.426;281.704
WSK-MAZ002;1;72.5995;72.5995
KTA229;1;134.2855;134.2855
WA402;3;35.328;105.984
W52988;1;27.5425;27.5425
W52991;4;30.291;121.164
SES9200;1;826.71;826.71
W83389;2;42.4235;84.847
W52992;2;19.826;39.652
KCA434;3;32.499;97.497
KSR210;3;17.526;52.578
W0509;4;23.69;94.76
KCA416;13;18.5955;241.7415
S-BM/T/3H;1;3482.8;3482.8
CTS-IT-258;5;93.49;467.45
CTS-IT-259;10;101.99;1019.9
BMR78XZ;3;106.467;319.401
BMF51X;1;78.1425;78.1425
EVE-ST38V8S-CF-INT;4;1028.4;4113.6
EVE-TRB8V8S-FLG-STK;16;28.2;451.2
EVE-TRB8V8S-LHD-NIL;12;342.6;4111.2
EVE-C63S-CF-INT;2;1628.4;3256.8
SES3078ICPBLK;8;302.78;2422.24
FMINDK20-RF;2;34.6265;69.253
FMTUBL6;2;134.918;269.836
BHF98Z;2;100.8435;201.687
X-1056-BB;9;39.04;351.36
SES1898ICP;4;226.97;907.88
