REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
EVE-C7RS6-CF-INT;8;1342.8;10742.4
VWR12G7CUP;2;229.057;458.114
001422.999502;11;437.85;4816.35
613182.654150;27;45.36;1224.72
002352.999505;1;459.27;459.27
FMBGFK12;2;29.7275;59.455
001394.999502;4;437.85;1751.4
CTS-TM-MK56-60D;2;60;120
CTS-EXH-TP-0007;5;82.49;412.45
CTS-IT-180;1;164.99;164.99
GTHSB-5;298;1.35;402.3
AC-200-PCVD;19;12;228
EVE-E9X-CF-INT;5;496.79;2483.95
EVE-B58-CF-INT;8;742.8;5942.4
AC-180-CPA;13;15;195
420103485B;203;7;1421
ASAF;868;0.2;173.6
CTS-AF-275;10;23.99;239.9
CTS-EXH-DP-0019;2;357.49;714.98
ESR912;3;131.16;393.48
MMICP-RS-16HWBK;6;174.9;1049.4
883089.000038;1;1115.1;1115.1
FMINDK20;5;124.5795;622.8975
VWR12P1GT;13;225.285;2928.705
001939.001707;1;373.9;373.9
MMBCC-N55-11CBE;6;124.54;747.24
MMTS-MIA-99;2;31.9;63.8
MMTS-MIA-90L;3;31.9;95.7
MMTS-MB62-08L;4;31.9;127.6
001394.999505;1;466.83;466.83
001394.999998;1;437.85;437.85
001394.001735;3;445.41;1336.23
999760.999985;1;400.05;400.05
001394.999529;1;429.03;429.03
001243.999978;1;428.4;428.4
001243.999533;1;473.76;473.76
001422.999505;1;466.83;466.83
EVE-S1-CF-INT;4;365.4;1461.6
FMMK7DP-BLA;2;155.2385;310.477
AC-200-PCVCC;42;12;504
FMINT11;1;872.0795;872.0795
10.127.203T;28;7.96;222.88
210001074;1;215.88;215.88
CTS-EXH-DP-0014;4;269.99;1079.96
FMSCPS53TIK;2;111.1015;222.203
EVE-8VRS3-CF-LHD-INT;3;988.19;2964.57
CTS-EXH-TP-0009;4;329.99;1319.96
AC-RX8-RU;3;29;87
AC-GD-FU-BL;7;25.55;178.85
883089.000034;3;913.5;2740.5
ATINTMB02;3;304.3705;913.1115
883089.000071;1;885.78;885.78
PF05;16;143;2288
883089.000035;1;921.69;921.69
043151.271937;2;37.8;75.6
CTS-EM-MK45-6-60D;2;60;120
CTS-TM-MK4-60D;3;60;180
CTS-HW-0150;1;32.99;32.99
AC-RX8-FU;3;29;87
ATINTVAG19;1;495.8685;495.8685
EVE-FK8-CF-INT;9;828;7452
FMDV13A-POL;1;125.948;125.948
FMTUBL2;5;51.336;256.68
FMCT4;1;192.1305;192.1305
FMTIA1;3;98.5205;295.5615
FMDV13R-POL;1;102.028;102.028
216BFWGFPSM;6;29.15;174.9
PSHUDOBDII-2;3;50;150
999789.999508;1;442.89;442.89
001267.001683;1;437.85;437.85
CTS-EXH-DP-0015;1;299.99;299.99
CTS-EXH-DP-0003;2;329.99;659.98
CTS-SIL-0070;7;40;280
FMINDMK7F-PLE;6;62.9625;377.775
FMDVF500A-SILVER;3;131.0885;393.2655
EVE-E9X-CF-ARB;2;342.6;685.2
VWR1130RS;4;41.446;165.784
VWR1141S4;2;75.348;150.696
VWR30G700;2;297.62;595.24
EVE-F8xM-PF;19;68.4;1299.6
MMTS-TC-05L;3;30.06;90.18
MMBCC-MS3-07PBE2;1;117.7;117.7
MMBCC-370Z-09PBE;1;227.33;227.33
MMBCC-350Z-03PBE;2;171.13;342.26
MMICP-FOST-13CBK;1;63.72;63.72
MMAI-CTR-17;4;255.75;1023
FMCC1;1;896.9885;896.9885
VWR814100;1;244.881;244.881
FMCTMK7;4;254.7595;1019.038
001423.000685;1;428.4;428.4
3182654196;4;124.07;496.28
06F103483E;58;0.8;46.4
AC-200K04-OT;55;50;2750
CTS-EXH-TP-0008;11;82.49;907.39
CTS-HW-0243;2;47.99;95.98
CTS-HW-0242;4;38.49;153.96
CTS-HW-0248;5;47.99;239.95
CTS-EXH-DP-0010;2;302.49;604.98
AC-180-DP;15;75;1125
AC-N54-DP;17;110;1870
AC-200-DP;9;75;675
VWR18G700;17;331.5335;5636.0695
FMCCRAD8;1;466.693;466.693
FMCCRAD9;1;622.932;622.932
FMHFIP1;6;167.7275;1006.365
1K0253144BD;9;4.9;44.1
CTS-HW-257;6;59.99;359.94
VWR3130RS;10;148.3385;1483.385
VWR3141S4;2;148.3385;296.677
06J103600AFKIT;47;13.7;643.9
SVAGX005;2;409.305;818.61
SAUX045;1;451.66;451.66
SAUX074;10;385.98;3859.8
SVWX036;1;385.98;385.98
SAUX075;1;344.41;344.41
KTA253;8;247.296;1978.368
SFDX073;4;296.67;1186.68
SFDX066;2;284.41;568.82
SFDX071;3;296.82;890.46
SFDX082;3;321.66;964.98
SFDX087;2;436.575;873.15
SVWX020;1;344.4;344.4
SVWX039;1;695.95;695.95
SRNX023;2;199.27;398.54
SRNPX027;1;367.66;367.66
EVE-B9S5-CF-INT;1;828;828
ILFR7H;42;10.6;445.2
IZKR7B;44;7.72;339.68
FMTUBL4;4;93.426;373.704
SVWX051;1;417.84;417.84
SFTC006;5;143.8;719
SAUC079;5;405.67;2028.35
SAUC045;4;286.88;1147.52
883089.000060;2;915.39;1830.78
SVWC052;2;165.97;331.94
SVAGC005;8;202.99;1623.92
SAUC040;2;224.22;448.44
SAUC075;2;213.55;427.1
SAUC074;6;213.61;1281.66
SBMC066;2;140.53;281.06
SBMC067;5;140.53;702.65
SBMC068;2;186.75;373.5
SBMC075;2;242.8;485.6
SFDC073;6;111.795;670.77
SFDP066;4;153.88;615.52
SFDC071;2;186.75;373.5
SFDC082;13;124.29;1615.77
SFDC087;3;234.22;702.66
SHDC014;1;217.97;217.97
SMBP003;1;118.97;118.97
SMBC003;1;356.3;356.3
SMNC011;11;106.12;1167.32
883089.000047;1;953.82;953.82
883089.000046;1;915.39;915.39
SRNPC027;1;211.73;211.73
SRNC022;4;109.295;437.18
SVWC042;7;202.99;1420.93
SVXC062;3;171.76;515.28
SVWX043;3;405.32;1215.96
BKR8EIX;509;8.24;4194.16
SVWC039;2;368.485;736.97
FMTUBL5;3;64.5035;193.5105
FMINT12;1;495.075;495.075
FMOC10;1;336.375;336.375
CTS-HW-308;6;89.99;539.94
CTS-TM-AUDI2-50D;5;42.5;212.5
CTS-EM-B8-50D;4;100;400
CTS-EM-B567-50D;4;47.5;190
CTS-HW-0225;15;21.99;329.85
FMCT3;4;224.2385;896.954
883089.000135A;2;915.39;1830.78
SSTS009;1;467.5;467.5
SRNC026;2;99.31;198.62
034-108-1005;4;429;1716
034-108-1011;4;241.5;966
SVWC043;5;217.97;1089.85
R7437-8;131;31.74;4157.94
R7437-9;303;32.96;9986.88
KTA252;8;309.2695;2474.156
CTS-AF-270;2;24.99;49.98
KDT952;3;19.826;59.478
JSK-122-BK-TI;2;255.99;511.98
SBMB050;3;439.41;1318.23
WSK-NIS002;3;110.4;331.2
BBF38Z;1;99.636;99.636
BBF15Z;2;112.102;224.204
BHF78Z;2;102.35;204.7
BHF97Z;4;104.6615;418.646
BMF49Z;5;99.636;498.18
BMF54Z;4;106.467;425.868
BMF67Z;2;123.372;246.744
BMF65Z;1;112.6655;112.6655
BMF63Z;3;100.8435;302.5305
BNF33Z;1;117.737;117.737
BSF39Z;3;89.6195;268.8585
BSF45XZ;2;109.664;219.328
BWF22Z;6;109.664;657.984
SAU077;1;605.77;605.77
BMF58X;3;138.023;414.069
BMF48;1;100.8435;100.8435
SVWC051;2;261.69;523.38
BBR38Z;6;106.467;638.802
SBMR050;1;311.01;311.01
883089.000127;2;953.82;1907.64
BHR97Z;1;87.3885;87.3885
BHR87Z;2;138.023;276.046
BMR12Z;4;89.631;358.524
PLFR5A;12;7.87;94.44
SBMC050;2;186.75;373.5
BMR81Z;4;89.5735;358.294
BMR77Z;4;84.617;338.468
BMR94Z;2;145.9005;291.801
BMR92Z;4;112.102;448.408
BMR96Z;2;112.102;224.204
BNR30Z;5;106.467;532.335
SAUC030;5;109.31;546.55
BNR37Z;1;99.636;99.636
BNR36XZ;1;112.102;112.102
BSR53Z;3;89.631;268.893
BSR49XZ;3;99.636;298.908
BWR25XZ;3;109.664;328.992
SFD073;2;311.66;623.32
BKR7EIX;369;7.78;2870.82
ATINTMAZ05;2;304.382;608.764
ATINTFO20;3;231.127;693.381
ATMSFO25;1;376.5445;376.5445
KBR39;4;72.6685;290.674
034-101-3066;6;21.45;128.7
KTA255;5;211.2435;1056.2175
KLC167A;7;70.426;492.982
KLC173;1;62.583;62.583
KLC142;5;70.426;352.13
KLC204;5;64.8945;324.4725
KLC217;5;62.5945;312.9725
KLC205;4;62.261;249.044
KLC140-335;5;70.426;352.13
KLC106;3;70.426;211.278
KLC172;2;62.5945;125.189
KLC202;6;70.426;422.556
KLC182;2;62.5945;125.189
KLC144;19;56.8905;1080.9195
KLC141;17;70.426;1197.242
KLC163;8;70.426;563.408
KLC150;2;70.426;140.852
SBMB062;2;452.63;905.26
KDT926;3;25.461;76.383
KTA107;1;119.6805;119.6805
KCA395;4;106.467;425.868
KCA313;8;106.467;851.736
SVW019;1;271.87;271.87
SBM011;2;296.175;592.35
BNR20XZ;5;94.6335;473.1675
BWF19XZ;8;112.102;896.816
SAU044;2;718.25;1436.5
BWR20XZ;4;112.102;448.408
W13204;3;9.913;29.739
W13203;4;9.3035;37.214
KDT925;10;29.1295;291.295
KDT924;1;49.5765;49.5765
KBR38;3;34.247;102.741
FMKC020-BLA;2;73.83;147.66
FMCCRAD6;2;456.4235;912.847
SFDC066;4;92.625;370.5
SAUC054;4;143.03;572.12
SAUP044;2;249.2;498.4
KLC198;4;62.5945;250.378
KLC140-295;4;70.426;281.704
KTA216A;3;168.4405;505.3215
SVXC060;2;124.915;249.83
SVXC059;3;131.16;393.48
BHR67Z;1;106.467;106.467
BHF50Z;4;106.467;425.868
BFF96Z;2;112.102;224.204
BFR78Z;2;112.102;224.204
CTS-HW-216-AWD;3;47.99;143.97
CTS-HW-216-FWD;2;47.99;95.98
MMRAD-MAC-06;13;166.65;2166.45
MMTS-EVO-10L;3;29.47;88.41
TP-CS/1;2;547.95;1095.9
IKR9J8;36;8.74;314.64
AC-200-DVBO;42;2.5;105
SRNC023;3;46.85;140.55
WSK-VWN002;2;89.5735;179.147
BHF96Z;1;97.6465;97.6465
BHR96;2;134.6995;269.399
BNF42Z;3;99.636;298.908
BNF19Z;2;101.706;203.412
BNR11XXZ;2;99.636;199.272
BBF43;3;89.5735;268.7205
BBR44;3;106.467;319.401
BFR80;3;121.118;363.354
BHR84Z;2;106.467;212.934
BSR37Z;2;89.631;179.262
BSR20XZ;4;99.636;398.544
BSF20Z;2;100.8435;201.687
BAF13;3;100.8435;302.5305
BWR22XZ;3;99.636;298.908
CTS-IT-260;9;148.49;1336.41
KLC154;3;64.5955;193.7865
KLC26;3;52.9;158.7
KLC30;2;64.7795;129.559
EVE-M2C-CF-INT;3;1188;3564
SAUC036;1;127.47;127.47
MMEXH-MUS8-15XP;14;163.9;2294.6
MMFS-E36-92P;7;155.1;1085.7
L3P3AB9X;2;225.62;451.24
L3P3VPO5;3;225.62;676.86
U3P3ZC63;4;225.62;902.48
KCA472;21;112.102;2354.142
FMDV20-BLA;7;130.801;915.607
HP-180;1;106.8235;106.8235
EVE-F9XM5M8-CF-INT;13;1257;16341
AC-MQB-IC;6;184;1104
BWF20XZ;7;112.102;784.714
BWR21XZ;7;112.102;784.714
VWR150000;11;62.7785;690.5635
VWR120000;51;25.1505;1282.6755
WSK-VWN005;3;89.5735;268.7205
BFR68Z;1;121.003;121.003
KLC174;2;70.426;140.852
KLC179;3;72.6685;218.0055
WSK-VWN006;3;79.6145;238.8435
WSK-FRD010;2;92.9545;185.909
WSK-SUB006;2;81.6845;163.369
EVE-FK2V2-CF-LHD-INT;12;725.4;8704.8
EVE-N55-PF;4;48.6;194.4
EVE-E46-PF;2;35.4;70.8
216EVOEFP-RB;5;46.9;234.5
216EVOVO-RB;5;26.65;133.25
MMEXH-MUS8-15HP;14;159.5;2233
VWR12P1GTIS38;2;159.39;318.78
034-108-1015;4;581.75;2327
034-108-1014;1;611;611
AC-MK7-MD;46;17;782
FMINT15;4;444.7625;1779.05
BWF18Z;2;89.631;179.262
FMOC7-13;1;383.3525;383.3525
BHF52;2;99.636;199.272
WSK-FRD004;2;89.5735;179.147
BSF48Z;2;101.8325;203.665
BHR83XZ;3;112.102;336.306
WSK-HON017;2;149.2815;298.563
KLC221;3;70.426;211.278
BMF73;3;112.102;336.306
KLC218;7;70.426;492.982
WSK-FRD008;2;123.372;246.744
WSK-FRD006;2;116.38;232.76
WSK-MB001;2;100.8435;201.687
WSK-SUB007;3;113.344;340.032
WSK-OPL003;2;72.887;145.774
BWR19Z;5;100.8435;504.2175
BWR23Z;4;112.102;448.408
KCA470;3;63.3535;190.0605
KCA435;3;106.467;319.401
KDT911;4;45.8505;183.402
KDT928;3;17.02;51.06
KSB652;2;77.6135;155.227
KTA228;1;151.524;151.524
KTA147B;2;185.334;370.668
KTA260;6;103.017;618.102
EVO1502;6;210.16;1260.96
WSK-REN002;1;79.764;79.764
BMF23Z;3;99.636;298.908
BRF13Z;7;109.848;768.936
BRR13Z;3;104.2245;312.6735
FMPK383;3;82.6045;247.8135
BHF48;2;99.636;199.272
KSB551;1;73.577;73.577
KSB520;2;62.606;125.212
BMR88Z;2;99.636;199.272
MMBCC-MUS8-15PBE;4;117.7;470.8
EVE-F8XM-CF-ENG;1;428.4;428.4
BWF21XZ;4;123.372;493.488
BWR24Z;7;112.102;784.714
VWR17G7R600;150;30.1415;4521.225
SHDC015;2;143.8;287.6
SHDX015;1;274.45;274.45
ILZKAR8H8S;29;14.06;407.74
KLC185;2;62.583;125.166
KLC151;12;62.583;750.996
MMINT-MK7-15;7;468.59;3280.13
KDT957;6;27.0365;162.219
KCA335;1;98.578;98.578
SRNC031;3;145.53;436.59
W93189;3;20.378;61.134
VWR81G700;12;251.666;3019.992
AC-MK7-INLET;20;27;540
VWR12A1S1;3;244.1335;732.4005
VWR180001;14;30.1415;421.981
MMICP-EVO-10LBK;2;143.55;287.1
MMICP-EVO-10UBK;3;156.2;468.6
ATINTFO42;1;216.4875;216.4875
KSR202;2;19.826;39.652
BMR72Z;4;106.467;425.868
KLC180-335;3;70.426;211.278
WSK-MAZ002;1;72.5995;72.5995
KTA229;1;134.2855;134.2855
WA402;1;35.328;35.328
W52991;3;30.291;90.873
SES9200;1;826.71;826.71
W83389;1;42.4235;42.4235
W52992;1;19.826;19.826
KCA434;2;32.499;64.998
KSR210;3;17.526;52.578
W0509;4;23.69;94.76
KCA416;5;18.5955;92.9775
S-BM/T/3H;1;3482.8;3482.8
CTS-IT-258;3;93.49;280.47
CTS-IT-259;6;101.99;611.94
BMR78XZ;4;106.467;425.868
BMF51X;2;78.1425;156.285
EVE-ST38V8S-CF-INT;5;1028.4;5142
EVE-TRB8V8S-FLG-STK;19;28.2;535.8
EVE-TRB8V8S-LHD-NIL;17;342.6;5824.2
SES3078ICPBLK;8;302.78;2422.24
FMTUBL6;2;134.918;269.836
BHF98Z;2;100.8435;201.687
X-1056-BB;8;39.04;312.32
SES1898ICP;4;226.97;907.88
SP1129WB;5;212.74;1063.7
SP3080BLK;1;215.38;215.38
CTS-SIL-B8-ITKIT;2;119.99;239.98
999698.999954;1;391.23;391.23
999792.999954;1;428.4;428.4
